min_dist_2O,max_dist_2O,min_dist_carbonyl,max_dist_carbonyl,max_path_non_rotatabale_bonds_carbonyl,min_path_non_rotatabale_bonds_carbonyl,max_path_non_rotatabale_bonds_2O,min_path_non_rotatabale_bonds_2O,SMILES
2,4,100,0,0,0,0,0,CC(CCCC(C(O)O)(C(=O)O)O)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C
2,14,100,0,0,0,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
2,13,10,10,1,1,2,0,CCCCC(C)CC(C=C[C@H]1C(CC(=O)C1CCCCC(CC(=O)O)OC)O)O
2,14,100,0,0,0,3,0,C1C(C(C(C1F)C=CCC(C2CC3=CC=CC=C3C2)O)CC=CCCCC(=O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1CC2CC(C1CC=CCCCC(=O)O)C2(C)C)O
2,19,100,0,0,0,13,0,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC)OC)OC)C)C
2,8,8,8,0,0,0,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])O
2,13,10,10,2,2,3,0,C1=CC=C(C=C1)CCC(C=CC2C=CC(=O)C2CC=CCCCC(=O)O)O
2,13,100,0,0,0,1,0,COC(=O)CCCCCCC1C(CC(C1CCC(C#CC2=CC=CC=C2F)O)O)O
100,0,100,0,0,0,0,0,CCCCCCCCCCCCCCC[C@H](CN)O
4,17,5,5,3,3,9,2,CC[C@@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)OC5=C6C(=C(C=C5)O[C@H]([C@H]7C[C@@H]8CCN7C[C@H]8CC)C9=C1C=C(C=CC1=NC=C9)OC)C(=O)C1=CC=CC=C1C6=O
2,15,100,0,0,0,9,0,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O[C@H]3C(C([C@H](C(O3)C(=O)O)O)O)O
2,14,10,10,1,1,2,0,CCCC1(CCC1)C(CC=CC2C(CC(=O)C2CCCCCCC(=O)O)O)O
2,20,10,17,5,2,6,0,CCCCCC(C=C[C@H]1C(CC(=O)C1CC=CCCCC(=O)OC2=CC=C(C=C2)NC(=O)C)O)O
2,20,10,17,5,2,6,0,CCCCCC(C=C[C@H]1C(CC(=O)C1CC=CCCCC(=O)OC2=CC=C(C=C2)N(C=O)C3=CC=CC=C3)O)O
2,13,10,10,2,2,3,0,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC=CCCCC(=O)OC2=CC=CC=C2)O)O
2,9,100,0,0,0,4,0,C1C(C(C2C1OC(=O)C2)C=CC(COC3=CC=CC(=C3)C(F)(F)F)O)O
2,13,100,0,0,0,2,0,C1C(C(C(C1O)CC=CCCCC(=O)O)CCC(CCC2=CC=CC=C2)O)O
2,13,13,13,2,2,2,0,C1C(C(C(C1O)CC=CCCCC(=O)O)CCC(=O)CCC2=CC=CC=C2)O
2,13,6,13,2,1,2,0,CCCCCC(=O)CCC1C(C=CC1=O)C/C=C\CCCC(=O)O
2,13,100,0,0,0,2,0,CCCCC(C)CC(C=CC1C(CC(C1CCCCCCC(=O)O)O)O)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCC(=O)NC(C)C(CCCCCCCCCCCCCCC)O
3,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O)O
4,16,10,10,1,1,2,2,CCCCCC(/C=C/[C@H]1C(CC(=O)C1CCCCCCC(=O)NCCO)O)O
2,2,100,0,0,0,0,0,C1CN(C(=N[N+](=O)[O-])N1)CC2=CN=C(C=C2)Cl
2,2,100,0,0,0,0,0,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl
5,5,100,0,0,0,0,0,CCCCCCC=CCCCCCCCCC(=O)NCCO
2,11,7,7,0,0,3,0,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCC=CCC=CCC=CCC
2,8,8,8,0,0,0,0,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCC=CCC=CCC=CCC=CCCCCC
2,13,4,11,3,2,2,0,C1CCC(CC1)CC(CCC2C(C(=O)CC2=O)CC=CCCCC(=O)O)O
2,13,100,0,0,0,4,0,CCCCCC(C=CC1C2CC(OC2CC1O)CCCCC(=O)O)O
2,13,100,0,0,0,2,0,CCCCCC(C=CC1C(CC(C1CCCCC(CC(=O)O)OC)O)O)O
2,13,100,0,0,0,5,0,CCCCCC(C=CC1CCC2C1CC(=CCCCC(=O)O)C2)O
4,17,100,0,0,0,3,2,C1C(C(C(C1O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)NC(CO)CO)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OC2)O
2,13,13,13,2,2,2,0,CCCCCC(=O)C=CC1C(CC(C1CCCCCCC(=O)O)O)O
2,11,5,11,0,0,0,0,CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CN
3,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCC[C@H](C(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O)O
100,0,100,0,0,0,0,0,C=CC1C[N+]2(CCC1CC2C(C3=CC=NC4=CC=CC=C34)O)CC5=CC=CC=C5.[Cl-]
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCC(=O)N[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)[C@@H](/C=C/CCCCCCCCCCCCC)O
4,29,10,26,5,2,6,2,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)NCCCCCNC(=O)CCCCC2C3C(CS2)NC(=O)N3)O)O
10,10,100,0,0,0,4,4,C[C@H](CCC(=O)C(=C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(CC4[C@@]3(CCCC4)C)O)C
2,13,100,0,0,0,7,0,COC1=CC(=C(C=C1)C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O
100,0,100,0,0,0,0,0,CC[N+]1=C(NC=C1)C.CC[N+]1=C(NC=C1)C.[C-]#N.[C-]#N
2,15,12,12,1,1,2,0,CCCCCC(/C=C/[C@H]1C(CC(=O)C1CCCCCCCCC(=O)O)O)O
2,14,100,0,0,0,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
2,12,12,12,6,6,6,0,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-].[Na+]
3,10,6,9,2,0,2,0,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC
100,0,100,0,0,0,0,0,C1=NC2=C(N1)C(=O)NC=N2
2,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[NH3+])O
3,6,100,0,0,0,0,0,CCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O)O
3,6,100,0,0,0,0,0,CCCCCCCCCCCCCC=CC(C(CO)NC(=O)C(CCCCCCC=CCCCCCCCC)O)O
3,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[NH3+])NC(=O)CCCCCCCCCCC)O
2,14,100,0,0,0,3,0,COC(=O)C=CCCCCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
